reviews,subjects,ratings,titles
way make time life waste watch movie nothing say total waste time," a total waste of time.
",3,Train to Busan
watch movie hook find hold breath cheer character angry overall enthral not perfect movie stretch imagination time tunnel suppose minute long end minute reality nevertheless cast chemistry overall acting superb always feel like zombie movie seem one funny moment love moment sad momentsnow comment female character see people comment leg breast thigh part cheerleader like object repulsive feel need point pregnant character ok turn male viewer rather major plot story show father sacrifice much sometimes get little praise give life movie pregnant wife baby not even meet rarely leave review first also first see female character comment like piece meat," Great Movie- some bad in these reviews
",10,Train to Busan
many nonsense scene like runaway danger get save room train not close door first priority survival always close door make sure safe clearSurvivor try make conversation inflect instead push trainAnd many scene character decision make frustrated," Characters decisions so frustrated.
",5,Train to Busan
not feel movie make min stop not reason lot negative reviewer seem take issue w zombie abilitie not issue behavior character odd unbelievable could not suspend disbelief give example young daughter main character walk small train cabin use bathroom train employee deal w clearly deranged potentially dangerous man bathroom instead tell leave let standLITERALLY right front man mumble everyone go die first red flag zombie start attack people seem stand around like idiot wait death actually kinda funny see main character get call mother instead immediately ask tell barricade door chat w realize already bite dumb everyone around way calm w current situationskip one unless like people absolutely standard lawl," Unrealistic Human Behavior/ All Around Stupid
",3,Train to Busan
emotional terrify good zombie film ever see," Haunting and breathtaking.
",8,Train to Busan
like zombie movie could not even finish one boring story zero suspense see good review really nt get," What am i missing?
",1,Train to Busan
day later week later George Romero Night live Deadand Dawn Dead also Zack Snyder remake great movie horrorzombie genre although could agree Romero start south Korea get another zombie flick not tell movie receive worldwide Singapore praise bit overdone opinion result predictable neomusical genre KPOP popular entertainment show intimacy mention phenomenon get extra attentionA young fund manager Gong Yoo agree bring daughter Kim Suan Busan visit mother since child parent separate assume two party occasionally meet one another start point upon boarding train Busan movie well make Zombies norm need one infect thrill start hence train Busan infected manage secretly board traindirector Yeon Sangho effort exploit small detail easily admire image emergency vehicle encompass violent fire near top building ashe steadily settle allow audience sense something unsound happen although know omnipresent zombie outbreakthat first zombie begin bite movie go nosedive motion Action sequence surprisingly bland not specifically describe lack lack genuine excitement writing character share fate especially villain cliche train Busan try depict colour character already dozen movie worst lay idea eye never challenge audience visual style straight terrible element remain positive effective use suspense throughout movieAs zombiegenre fan quickly get ticket experience cinema leave hall feel disappointed criticism not mean abhor korean movie movie fan general would know Koreans make great film past year one see Devil Kim Jee Woon masterpiece way unfortunately train Busan vastly overratedcinematicmadnessblogspotcom," Overrated Korea
",6,Train to Busan
stupid moviefunny actor unable act per storyweak story zombie different characteristic per mood story writerpredectible end movie," Waste of time, unreal story
",1,Train to Busan
great movie edge seat entire time love great movie," It was great!
",10,Train to Busan
hardly recommend watch movie one good movie ever see movie see chemistry father daughter also see people sacrifice help," What a movie !
",10,Train to Busan
world good zombie movie best korean movie ever watch," Masterpiece
",10,Train to Busan
anxiety feel film progress immeasurable acting set perfect plot seamless not believe cry zombie movie highly RECOMMENDED," Remarkable, emotional, and exciting.
",10,Train to Busan
would make long feel like really sum film masterpiece freudian symbolism moral critique korean society whole take cake film make care every single character clash main character superego make wonderfully develop protagonist," I expected a tasteless gore fest, but instead got to see one of the best movies I've ever seen.
",10,Train to Busan
might time bestwell start movie seem little dull zombie not look like zombie time get zombie draw movie since boarding onto train movie entertain till end even end little surprising see get bond father daughter," Most entertaining zombie movie ever!!
",9,Train to Busan
wait see not English assume would not good subtitle wrong excellent film not horrific like movie thrillerdrama love zombie thriller part human feeling well watch not disappoint," Well done with feeling!
",9,Train to Busan
sceptical first see movie think would low budget tad boring definitely wrong one zombie movie quite decent despite different language still amazing gore heart grip moment," Pretty good
",8,Train to Busan
year kid act fabulously selfless caring character show nicely one selfish rich man also engage film end get emotional father gets infect die," one of the best for a zombie disastrous film, good cinematography
",9,Train to Busan
love movie like action pack moral teach humanity great horror thrill tension rise last give emotional attack," Coolest movie with a best story
",10,Train to Busan
train Busan zombie movie also important woman life selfishness individual versus collective triumph human life sacrifice necessary human life continue earth easy say woman symbolize life film fact survivor pregnant woman little girl life without woman could not continue end give hope survival ths movie offer almost important representation woman wife represent film pregnant woman Seongkyeong one daughter represent movie little girl Sooan one friend represent character Jinhee two old sister possible grandparent Ingil Jonggil first two survive sacrifice man life make one two old sister die due selfishness another interesting character Yonsuk sister sacrifice avenge death sister Jinhee also die Yonsuk boyfriend sacrifice although could well save Yonsuk turn loner mother wait home hence selfishness reach cost even tread corpse importance woman often emphasize sacrifice make around especially foundation survival species not give goof really not important worth watch movie," Not only zombie
",9,Train to Busan
number one zombie movie Korea l like action z movie simple z," Just More than amazing
",9,Train to Busan
okay slightly problematic part zombie movie scared people make decision not thrill full action WWZ like zombie not expect cry however never cry zombie movie Worth time watch," A Must Watch for a Zombie movie lover
",8,Train to Busan
train busan great change already stoic familiar formula korean able make zombie film feel brand new freshthat maybe not watch random people fight infect street city rather feel connected character put awkward situation claustrophobic trainwhen talk fight scene chase make good wayacting also good expecely since genre nt know much great actingin movie two great scene remember timefirst one begin deer second one infect try climb traintrain busan defienetly one fun movie infected people zombie lack quality par old classic," train to busan
",8,Train to Busan
train Busan go family drama zombie horror action movie close powerful cinematic climax ever see movie genre climax powerful sudden could not even prepare try not tear happen transition genre blend masterpiece together seamless backbone successWhile character moment could call questionable really think people dumb enough even irrational stupid fear take something see go would never well maybe would not maybe not realize might situation person next mightIt become character study part way point realize villain movie not zombiesover handle heart crush devastation not miss movie," Everything you're expecting and much more.
",10,Train to Busan
great zombie film several reason firstly pretty much film broad daylight see go secondly pacey without go completely top action scene thirdly characterisation not gore care people want live fourthly quite well act little girl fantastically good break heart well directed yes bit silly overlong action adventure film horror infect not die not really zombie none let see many way destroy brain seem raison detre zombie movie effect great without dominate picture horde infect pour glass window door extremely well doneI definitely seek korean movie," Still some life in zombies
",8,Train to Busan
exciting movie bit sceptical beginning zombie thing see like full action emotion go empathise character thought really predictable catch surprise actually predictable time make enjoyable," Exciting
",7,Train to Busan
although zombie typically slow past bury dead etc admit zombie evolve movie much since movie would intense zombie could easily outwalk say pretty frightening say lot consider not much gore go along special effect not top plenty pretty realistic bit everything comparison would say zombie similar one World War Z Weeks LaterThe difference movie storyline much well not special person special mission anything extravagant normal dad daughter well seemingly normal people go normal train ride end far normal although character super special still action pack realistic get zombie movie make amazing Bonus point actually kill main character since usually never happensthere also something say little girl phenomenal young add much movie not expect movie like emotional sure make way several scene notably dad get bit tough scene watch emotion feel realall actor great well not believe single one really suck although not much background every secondary character still gather enough information people thing progress help intense scene one would die offi not watch many korean movie many foreign film matter want watch difficult part read subtitle possibly miss stuff much good movie not care end even pretty lengthy movie usually huge turnoff surprisingly keep start finishAn issue notice different not seem certain timeframe one would turn rabid get bit seem vary depend get bit movie could intense way consider not know happen could bit plot whole depend look also little inconsistency break glass sometimes could break time could not although glass sameanother weirdconfuse bit go tunnel zombie sudden could not see happen zombie literally go mute pretty much stop attack could hear thing still problem make point say get angry see character still alive get angry see noise people make seem little weird part not make much sense watch play outbeside negative movie still much else offer would still recommend anyone zombietype move really glad stumble upon," Action packed from beginning to end!
",8,Train to Busan
wave people represent bad uncle selfish dark ugly group people upper middle low class represent old weak sick pregnant even homeless suddenly come represent positive energy strata disaster dispersal people concerted effort bad guy class represent character setting seem unable explain not understand director put together several type people sacrifice one one male leader high class originator citywide zombie virus outbreak rescue group good people end sacrifice jump train give heroic feeling Punch give piece candy cure good person," Good and evil
",9,Train to Busan
fantastic Disaster Film Zombies itthrille likable character actually care Nonstop action thrill ride hit right emotion toward end oh zombie bite people loti say miss perfectly good opportunity name film Zombies train," Fantastic Disaster Film with Zombies in it!
",10,Train to Busan
Frist not idea south korean movie first south korean movie scenari horrible scarrey way actor actress good job fantastic thank director nice movie," awesome!
",8,Train to Busan
really enjoy amazing scary physcho zombie ever see combine wonderful core character wrap tragic heartfelt multilayer morality tale superb movie see," Best, Scariest Zombies + story with heart = Brilliant movie
",9,Train to Busan
wow movie incredibly intense emotionally character design well even seem like bad people time something wrong still root learn wrong obviously affect except one guy surprising real movie feel term not typical movie everything predictably barely go perfectly main character movie not sacrifice realism plot convenience much movie make tense grip say definitely time use plot convenience set play audience emotion not overdone time acting kind tried think act situation instead could not think execute need situation way intense emotionally really even know someone would actually react enjoy music camerawork add movie quite bit not much negative say film really well way well thought provoking anticipatedas symbolism theme moral etc not expect zombie movie deep train Busan really force consider thing main theme find balance sacrifice good interest good put first ignore need save ever much sacrifice help question constantly address throughout movie entire zombie outbreak start negligence well conflict father daughter beginning cause not life always busy work work even cause wife leave obviously daughter future sacrifice much balance properly learn early daughter think lot whereas think lot time notice dislike story go see noticeable change action become give eventually make ultimate sacrifice save daughter along way action almost instant karma decide risk help someone end save soon not take risk cause sort conflict many character make great sacrifice think see always take note see result sacrifice help change also character entirely greedy even sacrifice although make pretty far end infect telling route get youall believe train Busan great film around entirely worth watch whether want emotional gripping think provoking experience," Not a typical zombie movie
",9,Train to Busan
movie never make cry storyline realistic much emotion everything good even small part include understand leave work much father sacrifice job even part suan little girl nt finish song want dad end finish want suan yumi escape freedom movie amazing would recommend anyone," AMAZING
",10,Train to Busan
u not see film favor Hurry Go mean Perfect zombie movie terrifying zombie wonderful character good good guy grrrr bad guy funny time surprise etc much fun thank Yeon SangHo," Best zombie movie ever!! Know that!
",9,Train to Busan
terrific film everything want Saturday night flick not wait watch one really think something everyone finally great fun horror film Mu last horror flick kill," Terrific Film
",8,Train to Busan
hit not waste time get point terrific intro main character quickly survival mode Humans fearful dumb heartless Humans brave smart compassionate movie truly deliver Ailin Lizeth RMF," Something Old Something New many things borrowed it made me blue.
",9,Train to Busan
actually first not really interesting movie almost friend talk movie lot although little bit late finally watch movie like much korean movie zombie attack train story amazing viewer not guess anything watch watch movie also feel emotion feel actor actress fear worry disgust see zombie think movie not zombie movie imply message tell humanity kind even though not know person help urgent circumstance not think also surprised cry see one scene feel really touch heart teach love child parent truly pure although sometimes action show otherwise cover pride want say RECOMENDED MOVIE not dare not watch movie hahaha," IT'S INTERESTING!! LET'S WATCH IT
",9,Train to Busan
amazing film show growth love experience together not good character story also good plot set go along definitely would recommend," Love and Death
",8,Train to Busan
train Busan Busanhaeng south korean survivalist zombie movieIt owe Hollywood disaster movie Poseidon Adventure Airport filmsSeokwoo divorced fund manager workaholic never much time young daughter Suan board train visit mother injured young woman scramble onto train leave Seoul bite becomes infect type virus turn flesh eat zombieAs bite become infect turn attack passenger staff survivor try move quickly safe carriagessurvivor include Seokwoo daughter pregnant woman macho husband two elderly sister member high school baseball team selfish tycoon train journey continue get pick one oneThe zombie inspire World War Z time fast move director well maintain tension claustrophobic atmosphere move action placesthe character nicely flesh one well zombie movie," Train to Busan
",7,Train to Busan
train Busan simple yet effective film visual storytelling excellent objective clear great pace character make decision decision semblance internal logic guide main character arc action tense exciting memorable well write escapetactical scenario lack lot action movie today," One of the best modern zombie movies
",8,Train to Busan
nice movie plot acting awesome film nd part," Zombie movie
",9,Train to Busan
actually good one category korean cinema give good movie past start excellent old boy already recognise asset movie industry would rather foolish undervalue film come country far remote far culturally different far unknown pay attention production start watch film prejudice also not sure quality watch right begining apparent serious production not cheap cartoon style film third country prove till end well make zombiehorror film not story line use zombie issue excuse cause clear interesting effort point contrast good evil human nature among live human add really tender family drama unfold along well quite realistically make adventure film capture attention beginning finally leave move tear last not least excellent acting little girl break heart especially final scene amazing musically simple yet really impose epic music score end credit watch worth every penny," a horror film and a drama in one package
",10,Train to Busan
train Busan ReviewThis BEST zombie flick ever see see lot hyper intense emotional heartbreaking time never see anything quite like iti absolutely LOVE show rapid decline civilization one minute people normal people next minute people leave child elderly dead save skin visceral disturbing ABSOLUTELY realistic something zombie movie rarely arethe movie extremely fast pace rarely take foot accelerator keep edge seat always wonder go happen nextthe director excellent job paint scenario one safe feel way character really not clue go die next refreshing meif like love thing zombie relate watch film," Best Zombie Film EVER...Period
",10,Train to Busan
movie unlike know probably say sound generic like review read let change mind advid movie viewer not see something intense yet breathtake horror film one start seem generic completely throw take journey not expect breathtake art work character performance capture essence viewer deliver something emotionally engage rarely come movie especially horror movie please give movie chance definitely worth watch," The best zombie movie of all time
",10,Train to Busan
nearly turn beginning due subtitle not great lover foreign movie glad not Best Zombie movie see long time see lot story line really good not expect action limit train acting believable not like Sanghwa character first grow find care character want survive apocolypse well cast crew give great train ride movie," Glad I gave it a go
",10,Train to Busan
claustrophobic nature train mix intensity World War Z day late style zombie make exciting viewing," Amazing.
",10,Train to Busan
fun flashy emotional inventive fitting group watch pretty easy get involve tackle know zombie mythos still manage make feel fresh movie set location either efficient lazy film everything lazy want get scared pick something else action romp zombie surprising thing likable character treat someone root," Finally! A modern zombie movie with someone to root for!
",8,Train to Busan
although make Korea essence story far meaningful emotional Hollywood zombie movie drama touching never feel sad watch zombie movie entire scene start finish really consume like divergent trilogy even though hour movie not get enough want like hour movie really hook attention itthe character convince zombie react logically every aspect movie logical reasonable hyperbolic scene usually happen Hollywood movie korean movie deserve rival top class Hollywood zombie movie," Better than Hollywood Zombies
",10,Train to Busan
believe good zombie film see far not overdone like many big screen zombie film kind outbreak facility people evacuate outbreak day girl go visit mother another place reach destination take train Busan trip turn differently expect trip outbreak zombie sickness People simply turn zombie try eat non infected people outbreak also happen train handle way survive train trip reach destination lot blood splatter sensitive person not film adore zombie movie one well one not overcooked production right enough everything somehow movie also investigate far willing go self interest willing help way ego benefit even mean people die somehow people turn crisis good samaritan selfcentere asshole well guess train Busan put thing display might even learn something humanity watch zombie movie interesting right well worth see movie sit edge grade grade set compare zombie movie," Investigate humanities ego-tripping psyche in a zombie movie
",9,Train to Busan
not possibly see enough Zombie movie die jump one reservation even though almost totally take place train director come excitement gore aplenty asian action movie tend direct stereotypical usually strong lead evil character pretty girl require protection lot cannon fodder bystandersTRAIN BUSAN hallmark since really love asian style really get ita scene quite spectacular ferocity Zombie attack carpet zombie hang back train inspire also scene zombie boil carriage cover every surface effectivethis great action movie thing hate subtitle," Great action filled movie
",8,Train to Busan
English not flawless sorry second languish tiny tiny bit spoilersfirt two kind zombiemovie one zombie slow instinctbased second one zombie like rabid dog movie latter whichever one prefer kinda not matter not important part movie fast start care character horrormovie fail writer really smart father daughter pregnant woman husband elderly sister human naturally inclined wanna protect therefore caretrain Busan fast pace thrilling nonstop action movie sail right top time favorite zombiemovie top favorite horrormovie absolutely flawless," Absolutely flawless
",10,Train to Busan
greeting LithuaniaTrain Busan hand involve intrigue nail biting visceral experience see many moon consider call zombie genre common day later GRomero zombie even World War Z influence pretty obvious train Busan moon well World War Z run time h min wish not end happen rarely movie day superbly craft picture start till finish first min nothing short spectacular great special effect superbly construct action chase set piece station clear character development clear involve narrative second part film great nail bite horror thriller Overall like zombie movie train Busan deliver good big time one good not good example genre long time not sequel," Excellent
",10,Train to Busan
fantastic film good story good character good act excellent atmosphereThe cast pretty much perfect role take character personality point rare realism ok Korean may mean thing not pick non korean speaker may give different perspective action fast pace plot pretty solidexcellent entertainment zombie familiar audience expect behavior not disappoint cross Dawn Dead stupid legend relentless dangerousThe main setting train suggest plot would struggle hold interest long sub plot character realism action make easy stay story way filmAdd side portion good fun easily one good zombie film," Top 3 zombie film ever!
",0,Train to Busan
second korean movie watch week win zombie movie one much well zombie movie zombie movie always get story slow pasting zombie Busanhaeng though zombie could compete Usain Bolt meter fast extremely aggressive positive thing suspense zombie movie absolutely not like walk Dead literally walk grandmother wooden leg could outrun not remember name actor understand word say admit pretty good actor Korea Overall would give movie seven star rating movie zombie genre deserve eight way well zombie movie great act good story fast aggressive bloody action not get bored second," One of the better zombie movies
",8,Train to Busan
first let depart stereotypical zombie movie use common denominator Outbreak start well show key actor engulfs story emotional interesting manner two main lead father child vast array secondary actor movie exceptional not good twist line may think favorite character live heshe wo nt imagine Game Thrones right die lot add zombie add high speed move train add yakuza teenager cliche pregnant lady course add drama parent child WHOLE LOT blood gore expense save special effect double zombie checked movie blockbuster material watch love regard Syrus Gregorio," Now this is a zombie movie
",8,Train to Busan
first sight film especially trailer think sort film look like World War Z apparently background fast running zombie cityhowever film reach time zombie appear inside train notice people react right moment humanity people choose critical moment life death selfishness lack compassion come screen one onedespite also find selfish father always think first place without pay attention people around turn thoughtful person care people unknown also cooperate hope survive hard describe detail hope enjoy film depth," No ordinary horrible film
",8,Train to Busan
not fan Zombie movie like reviewer say lot entertainment production value train Busan safely say thoroughly enjoy itit nice see Zombies away postapocalyptic urban setting would dark alleyway lurk abandon apartment train bunch likable memorable character zombie outbreak happen little suspense plenty quick action scene accomplishment since quick sequence action one hard get right without leave mistake audience point outthat not mean movie not resort many zombie trope sort way make think consciously fun good fast bone crack zombie acrobat also captivatingfor big accomplishment would put much emotion meaning death one character point film audience would desensitize death yes movie first long time make tear whether like Zombie movie not give train Busan try may not entirely logical good fun easy eye," An entertaining instance in an otherwise dead genre
",8,Train to Busan
not fan movie come Asia usually awful badly act poorly shoot terrible script etc draw star quite generous think would give usual five minute chance glad different style feel getgo not usual grainy poorly edit rubbish movie keep grip start finish hate Zombie movie amazing thing subtitle yet watch full take movie yes plotline not exactly challenging even hook acting excellent particularly minuscule actress Kim SuAn steal entire movie particularly last minute awardwinne performance yes ending little overly emotional guess foreign movie People say detrimental thing movie simply not remember movie like World War Z plot line fantastical beggar belief simple fact good zombie movie ever see well worth see subtitle two foreign nonWestern movie collection enter Dragon one like gore horror zombie movie not disappoint," Don't dismiss this movie as another foreign flop
",8,Train to Busan
know movie zombie not expect touching movie see humanism whole movie little girl king touch heart many time Tha main male character movie also strike heart many people care selfish movie ironic people kill endthe people kind heart want save people possible watch husband sacrifice start cry watch little girl tear start cry something imperfect escape crash train coincident come another train little dramatic unrealistic anyway really good Korea movie," A touching movie
",9,Train to Busan
actually excited movie release would never imagine zombie movie make Korea even set verykorean set train Busan trailer really interesting movie even well thing distract point story not quite understand happen frustrating partsi also little worried zombie movie would turn effect might not realistic might one cliche korean dramatic movie however much thrilling focus expect situation realistic somehow relatable actually happen Korea rest world even not zombie virus spread could cause people die people would react calamitythe reaction people actually one good part movie unlike zombie movie focus grotesque effect horrify happening movie focus psychological conflict people within oneself quite tragic happen movie make sensible realistic could really get mood nervous terror situation movie course aid great actor actress," Physical and mental catastrophes on the way to Busan
",8,Train to Busan
train BusanBusanhaeng Zombie genre horror become common worldWe find every countryeven India gradually popularity decline monotonous subjectstrain Busana south korean movie try different way boarding zombie onto fast move trainso movieplot Sokwoo daughter Sooahn board KTX fast train shall bring Seoul Busan journey train overrun zombie kill several train staff passengerswhile KTX shoot towards Busan passenger fight life zombiesPlus PointsScreenplay Direction Screenplay movie racy thrillingThere dull moment hrmin journeythe way character introduce emotional journey perfectly blend horrorSangho Yeon splendid job bring new style zombie genreperformance everyone splendid jobsooahnwho play little girl adorablein climaxher performance heartwarmingMusic Jang Younggyu give brilliant music movieAt several moment music play key roleCinematography Cinematography Lee Hyungdeok commendableMinus PointsPredictability though movie highly engagingit predictable journey timeWe easily guess survive lastsotrain Busan racy zombie horror engage screenplaybrilliant performance musicMy rating," Train to Busan is a racy zombie horror with engaging screenplay,brilliant performances and music.
",7,Train to Busan
first really enjoy fresh zombie movieLet clear way nasty point think overlook order enjoy moviefirst sure not good zombie movie ever basically nice zombie movie least taste really good kind movie furthermore makeup andor mask zombie not realistic cool sure not miss blood stain orange color movie not follow rule usual Hollywood movie seem important director point ethical view unfortunately aspect overSo leftI think pretty nice fresh idea really like minimalist setting train not give story much space think not much space key point Zombie movie despite expected little space storytelle Story not get boring allAt end may say well enjoyable movie also report scene movie friend surprisingly high motivation," A fresh ride abroad the familiar zombie flicks
",7,Train to Busan
People may snark plot movie fine look far storyBut something modern film not character develope story unfold theory relativity actually exist universe almost unheard western horror movie person stupid thing idiotic decision modern cinema westtrain Bus make sense start finish would MINT see three time twice drunk still brilliant," Personally, I really love this film
",10,Train to Busan
horrorthriller tell businessman young daughter try survive aboard train along zombie apocalypse not bad could well mainly last half hour good makeup effect decent cast tense sad moment zombie foreign horror flick give try," Not Bad, But Could've Been Better!
",5,Train to Busan
movie far well many Hollywood zombie apocalyptic movie," Brilliant...Zombie lovers will surely love this.
",10,Train to Busan
first wow watch concern would another zombie movie flat main character fight zombie purpose survival totally wrong main character introduce quite well begging well develop movie example dad fund manager name Seokwoo show since start not guy spend time daughter show give Wii already one duration train adventure son daughter develop relationship hide inside mind show dad bite kid not want let go end everything movie great," It makes you feel like a character.
",2,Train to Busan
big major fatal failure script Factor x cause difference time human infect get bite zombie whatfor example one get bite instantly infect not mean come onnnn still fully conscious get bitin whooppss one support character even hold door maybe minute strength get bitin show infection symptom instantly not mention main antagonist character may open door eye zombie eye last not least main protagonist character even little talk daughter take machinist cabin give daddy final advise also memorize something director scriptwriter explain cheerleader girl get bite leg not take long transform zombie bite friend hey almost forget mention first bite scene instantly transform train staff blue uniform zombie baseball team far young think fitter healthy main protagonist character also transform instantly get bitin station one crap movie Huhh," Explain this, cause it's not make any sense for me..
",6,Train to Busan
talk cheerleader damn people excellent movie not damn leg story scenario suspense go make puke comment," Excellent movie but disgusting users...
",10,Train to Busan
high action great film school girlcheerleader review gross make scared world Heaven help," Great film.
",8,Train to Busan
Seokwoo Yoo Gong fund manager spend time office subsequently damage marriage beyond repair luck would however happen young daughter Sooan Suan Kim day cheer agree accompany morning train Seoul Busan mother however upon board train discover zombie apocalypse start Korea trap inside one passenger car ability escape result uninfected passenger force band together keep determined zombie bay rather reveal say fairly solid zombie film emphasize ultrafast variety lieu typical slowmoving type action quite brisk initially work quite well majority film unfortunately must admit nonstop action tend become somewhat tedious likewise rather poor ending not exactly help regard either case state early decent zombie movie part rate accordingly Average," Stuck on a Train with Zombies and Nowhere to Escape
",5,Train to Busan
not see many Zombie movie Zombieland Woody Harrelson one rank highly last train Busan frenetic emotionally move addition genre ending emotional never really know sure character would survive last stand special effect incredibly impressive act top form," The last train to Busan
",9,Train to Busan
realistic portrayal human emotion human action scary nightmare film blow modern day zombie attempt right water anyone want make zombie film watch reference rather follow tired overdone ridiculousness boob sex stupid people act stupid make stupid decision deserve diei find movie set run train intrigue aerial scene well shoot cinematography spectacular n editing crispy film load tension n mayhem throughout good character husband pregnant woman one helluva selfless fellathis good zombie film see effect incredible acting great especially Suan Kim also fantastic Battleship Island film insanely suspenseful time follow divorced father daughter try escape zombie apocalypse unlike zombie film film depth emotion beautiful music tooi highly recommend movie everyone," This is the best zombie film I've seen.
",10,Train to Busan
action fastpace nonstop zombie movie hand one good feel see enough zombie movie samegive one try not disappoint," Fast-paced, Tension-filled, Best Zombie Movie
",9,Train to Busan
read grumpy old man review zombie flick know lowest prioritize genre behalf south korean film therefore view cause admire korean filmsa title spell train ride story not easy peasy one rather zombiyotic one make humble presentation zombie not behave like generic stiff shoulder paralysed stumble leg spescie juicy athletic gymnastical variant kind not friendly daylight calm darkmany train film issue one location syndrome see train busan feel like every exciste loophole everywhere minute playtimeproductionwise darn magic start end intensity speed development staggering breathtake actor familiar view lot south korean action movie stunter marvelous stuff silver screen cgi spot recipie simple bite donethe score great component grumpy old man filmexperience excellent help plot action amplify something strait recommend," even a hater can eat this
",10,Train to Busan
movie overall GREAT quality movie excellent honest bad thing say movie say get emotional end love," Great Movie!
",10,Train to Busan
CAT Anywayintro train Busanwhy call Busanhaengis film effectively establish emotional connection viewerswith great character arcsa tense wellconstructe plotmasterful acting protagonistswelldone morality social commentaryall build one good finale decade courseone not overlook perfectly shoot actionwith zombie actuallyantagonist not overshadow humansequally brilliant Overall film entertain tear timewhile maintain thrilling tense throughout whole filmwithout fall pitfall predecessor," The perfect zombie film we've been waiting for.
",7,Train to Busan
train Busan direct Sangho Yeon follow father daughter train well Busan infection spread make train ride little stressful norm film start little bit clunky unintentionally funny shot zombifie deer look directly camera little long enough make feel accidentalthe plot familiar zombie infectionvirusbioweapon cause sweeping destruction force people find safe zone hide threat contain eliminate familiar stuff fatherdaughter relationship welldefine short amount time nothing surprising work first infect train get little luckily liking slip behind worker loud conspicuous way not even look stumble around train vein pop make noise whole way one notice initial zombie functional catalyst train work get story need gofrom first infection train beyond tension hold not pacing lull time give think happen prior effectively emotional really main character not get much way characterization also situation tone feel bit joke present difficult discern whether not suppose nervousness bad write writing situation well part character man green jacket serve purpose exist antetrain Busan interesting idea zombie attract people see survivor use newspaper darkness tunnel navigate darkness end zombie immediately know character would great consistent time make look like zombie attract noise moment zombie attract character not sake plot Infection time fair way sometimes take minute someone turn time instant seem though zombie follow rule convenient set tension not need set aside aspect zombie conventional wellexplainedtechnical aspect mostly solid lighting camera work capture scene fully competently sound appropriately gruesome bite bonecrunch punch feel clearly cgi use sequence time stick like sore thumb never take away impact filmperformance hard gauge film Korean language experience parallel English emotion show character fit situation sometimes character make supremely stupid decision make raise tension already highAs whole train Busan make engaging yet familiar ride film good idea inconsistent usage everything competent mostly unsurprising entirely watchable like zombie movie probably," The longest train ride in the shortest time
",6,Train to Busan
not brilliant horror movie brilliant movie story character act tension horror action zombie surprising emotional aspect film exectue absolute perfection little girl film amazing heart go throughout entire movie would urge anyone like horror watch," An absolutely amazing horror.
",10,Train to Busan
great zombie Flick Intense emotional one good korean film see fatherdaughter storyline great ca not wait sequel," Brilliant!
",7,Train to Busan
see lot poster comment appearance female actress find unusual however every actor play role fantastically embody well furthermore movie provide good social commentary portray class difference quite well exactly small detail also interhuman relation people really well portrayed quite realisticIn addition movie great due realistic not sugarcoat reality zombie outbreak go bad next turn fortunate resourceful make alive would real lifetldr movie fill constant action keep edge fantastic act great social commentary astounding interhuman relation," Exciting and deep zombie movie
",10,Train to Busan
worth watch though leave conclusion probably would not jump another view," Decent but not necessarily memorable
",6,Train to Busan
good korean MovieI love love one good zombie Survival flick see full thrill chill well direct movie," Breathtaking!
",9,Train to Busan
movie pretty good cringy moment easily forgive hell ride actually make ugly cry first zombie movie make happen," I'm not crying you're crying..
",7,Train to Busan
movie one good zombie flick ever watch begin greedy capitalist want take train journey daughter zombie attack happen movie introduce variety character include husband pregnant wife two old sister bunch teeanger train driver train managerthe movie primarily father hungry capitalist innocent daughter zombie attack show way make move seat train train station look like poignant character movie amazingly shoot though zombie movie transformation father move specifically last minute father think birth daughter one last time break heart well leave goodness watch get tissue," A Father And A Daughter
",8,Train to Busan
absolutely love movie surprisingly nt mind watch another language normally hate movie language plot seem extremely good pretty upset kill actor end besides kid wife cool dude course would absolutely watch next one come overall awesome movie miss thing story line could bit well not train entire time," Very much like black summer but lacking one thing
",8,Train to Busan
excellent film Khorror early experiment Zombie genre businessman accompany daughter Pusan zombie outbreak," A rare Korean movie about a Zombie outbreak
",10,Train to Busan
horrible heart touch every potential present movie fantabulous," Outstanding
",9,Train to Busan
highly recommend movie zombie fan," Good acting and intense zombie thriller
",9,Train to Busan
train Busan pleasure watch take classic pandemic zombie combine isolated environment speed train great effect pandemiccontagion element interweave idea environmentalism morality trap character enclose space monster create tension conflict way somewhat reminiscent science fiction movie set spaceship action movie set submarine element converge tension rise movie turn explore darkest well selfless part human nature way postapocalyptic movie seem wellthis ideological framework bring life fantastic acting great character writing really draw movie cinematography visual storytelling exceedingly well create distinctive atmosphere movie feel like build many well craft detailstrain Busan not particularly gorey terrifying lean towards actionthriller category create intrigue failing character humanity whole well hope redemption although movie become little top towards end not prevent movie," A Great Action Thriller
",10,Train to Busan
not crying guy movie get real close lot time first time watch would missed first half hour still feel like know character scream idiot throughout could still understand motive really good movie," wowie
",9,Train to Busan
incredible begin end young girl without doubt one good child actor ever come across everyone brilliant," Unbelievable. No words.
",10,Train to Busan
eagerly find good zombie movie worth watch amazing pace extraordinary act twist everyone brilliant job not differentiate hollywood movie one technically well usual hollywood zombie movie watch guarantee not regret," This movie represents modern korean film industry
",10,Train to Busan
