title,year,certificate,duration,genre,rating,metascore,director,actor1,actor2,actor3,actor4,votes,gross
    The Grudge 2  ,2006,PG-13,102," Horror, Thriller            ",5.1,0,    Takashi Shimizu  ,      Am er Tam lyn,   Edison Chen,   Arielle Ke  el,   Sarah Michelle Gellar  ,47393,39140000
    The Cave  ,2005,PG-13,97," Action, Adventure, Horror            ",5.1,0,    Bruce Hunt  ,      Piper Pera o,   Morris Chestnut,   Cole Hauser,   Eddie Ci rian  ,35687,15010000
    Scoo y-Doo 2: Monsters Unleashed  ,2004,PG,93," Adventure, Comedy, Family            ",5.1,0,    Raja Gosnell  ,      Freddie Prinze Jr.,   Sarah Michelle Gellar,   Matthew Lillard,   Linda Cardellini  ,50616,84220000
    Paranormal Activity: The Marked Ones  ,2014,R,84," Horror, Mystery            ",5.0,0,    Christopher Landon  ,      Andrew Jaco s,   Jorge Diaz,   Ga rielle Walsh,   Gloria Sandoval  ,40087,32460000
    Cherno yl Diaries  ,2012,R,86," Horror, Mystery, Thriller            ",5.0,0,    Bradley Parker  ,      Jesse McCartney,   Jonathan Sadowski,   Olivia Taylor Dudley,   Nathan Phillips  ,64063,18120000
    [REC] 3: Genesis  ,2012,R,80," Action, Adventure, Fantasy            ",5.0,0,    Paco Plaza  ,      Leticia Dolera,   Diego Martn,   Ismael Martnez,   lex Monner  ,33362,10000
    Blair Witch  ,2016,R,89," Horror, Mystery, Thriller            ",5.0,0,    Adam Wingard  ,      James Allen McCune,   Callie Hernandez,   Cor in Reid,   Brandon Scott  ,41762,20780000
    A Ser ian Film  ,2010,NC-17,104," Horror, Mystery, Thriller            ",5.0,0,    Srdjan Spasojevic  ,      Srdjan     Zika     Todorovic,     Sergej Trifunovic,     Jelena Gavrilovic,     Slo odan Bestic    ,58125,0
    Silent Hill: Revelation  ,2012,R,95," Action, Adventure, Fantasy            ",5.0,0,    M.J. Bassett  ,      Adelaide Clemens,   Kit Harington,   Sean Bean,   Carrie-Anne Moss  ,60578,17530000
    The Haunted Mansion  ,2003,PG,88," Comedy, Family, Fantasy            ",5.0,0,    Ro  Minkoff  ,      Eddie Murphy,   Marsha Thomason,   Jennifer Tilly,   Terence Stamp  ,43342,75850000
    Darkness Falls  ,2003,PG-13,86," Fantasy, Horror, Mystery            ",5.0,0,    Jonathan Lie esman  ,      Chaney Kley,   Emma Caulfield Ford,   Antony Burrows,   Lee Cormie  ,30284,32550000
    Cursed  ,2005,PG-13,97," Comedy, Horror            ",5.0,0,    Wes Craven  ,      Christina Ricci,   Jesse Eisen erg,   Portia de Rossi,   Mya  ,30657,19300000
    Vanishing on 7th Street  ,2010,R,92," Horror, Mystery, Thriller            ",4.9,0,    Brad Anderson  ,      Hayden Christensen,   Thandie Newton,   John Leguizamo,   Jaco  Latimore  ,25070,20000
    The Darkest Hour  ,2011,PG-13,89," Action, Adventure, Horror            ",4.9,0,    Chris Gorak  ,      Emile Hirsch,   Olivia Thirl y,   Max Minghella,   Rachael Taylor  ,58033,21430000
    Poltergeist  ,2015,PG-13,93," Horror, Thriller            ",4.9,0,    Gil Kenan  ,      Sam Rockwell,   Rosemarie DeWitt,   Kennedi Clements,   Saxon Shar ino  ,55159,47430000
    Fantasy Island  ,2020,PG-13,109," Action, Adventure, Fantasy            ",4.9,0,    Jeff Wadlow  ,      Michael Pea,   Maggie Q,   Lucy Hale,   Austin Stowell  ,38039,0
    Valentine  ,2001,R,96," Horror, Mystery, Thriller            ",4.9,0,    Jamie Blanks  ,      Denise Richards,   David Boreanaz,   Marley Shelton,   Jessica Capshaw  ,25765,20380000
    Ghosts of Mars  ,2001,R,98," Action, Horror, Sci-Fi            ",4.9,0,    John Carpenter  ,      Natasha Henstridge,   Ice Cu e,   Pam Grier,   Jason Statham  ,51333,8430000
    Dracula 2000  ,2000,R,99," Action, Fantasy, Horror            ",4.9,0,    Patrick Lussier  ,      Gerard Butler,   Justine Waddell,   Jonny Lee Miller,   Christopher Plummer  ,32227,33020000
    Meet the Blacks  ,2016,R,94," Comedy, Horror            ",4.8,0,    Deon Taylor  ,      Mike Epps,   Zulay Henao,   Alex Henderson,   Bresha We    ,35604,9090000
    The Forest  ,2016,PG-13,93," Horror, Mystery, Thriller            ",4.8,0,    Jason Zada  ,      Natalie Dormer,   Eoin Macken,   Stephanie Vogt,   Osamu Tanpopo  ,40256,26580000
    The Woman in Black 2: Angel of Death  ,2014,PG-13,98," Drama, Horror, Thriller            ",4.8,0,    Tom Harper  ,      Helen McCrory,   Jeremy Irvine,   Phoe e Fox,   Leanne Best  ,26738,26500000
    Texas Chainsaw  ,2013,R,92," Horror, Thriller            ",4.8,0,    John Luessenhop  ,      Alexandra Daddario,   Tania Raymonde,   Scott Eastwood,   Trey Songz  ,46020,34340000
    Halloween II  ,2009,R,105, Horror            ,4.8,0,    Ro  Zom ie  ,      Scout Taylor-Compton,   Tyler Mane,   Malcolm McDowell,   Sheri Moon Zom ie  ,48904,33390000
    The Un orn  ,2009,PG-13,88," Drama, Horror, Mystery            ",4.8,0,    David S. Goyer  ,      Odette Anna le,   Gary Oldman,   Cam Gigandet,   Meagan Good  ,49580,42670000
    Pulse  ,2006,PG-13,90," Horror, Sci-Fi, Thriller            ",4.8,0,    Jim Sonzero  ,      Kristen Bell,   Rick Gonzalez,   Christina Milian,   Ian Somerhalder  ,28087,20260000
    Seed of Chucky  ,2004,R,87," Comedy, Fantasy, Horror            ",4.8,0,    Don Mancini  ,      Jennifer Tilly,   Brad Dourif,   John Waters,   Billy Boyd  ,39135,17080000
    Aliens vs. Predator: Requiem  ,2007,R,94," Action, Adventure, Fantasy            ",4.7,0,    Colin Strause   ,       Reiko Aylesworth,   Steven Pasquale,   Shareeka Epps,   John Ortiz    ,116806,41800000
    Anacondas: The Hunt for the Blood Orchid  ,2004,PG-13,97," Action, Adventure, Horror            ",4.7,0,    Dwight H. Little  ,      Morris Chestnut,   KaDee Strickland,   Eugene Byrd,   Johnny Messner  ,29340,32240000
    Paranormal Activity: The Ghost Dimension  ,2015,R,88," Horror, Mystery            ",4.6,0,    Gregory Plotkin  ,      Chris J. Murray,   Brit Shaw,   Ivy George,   Dan Gill  ,25264,18300000
    Paranormal Activity 4  ,2012,R,88," Horror, Mystery            ",4.6,0,    Henry Joost   ,       Stephen Dunham,   Katie Featherston,   Matt Shively,   Brendon Eggertsen    ,62558,53920000
    Black Christmas  ,2006,R,95, Horror            ,4.6,0,    Glen Morgan  ,      Michelle Trachten erg,   Mary Eliza eth Winstead,   Lacey Cha ert,   Katie Cassidy  ,25150,16240000
    Death Note  ,2017,TV-MA,101," Action, Crime, Drama            ",4.5,0,    Adam Wingard  ,      Nat Wolff,   LaKeith Stanfield,   Margaret Qualley,   Shea Whigham  ,76969,0
    Ouija  ,2014,PG-13,89," Horror, Mystery, Thriller            ",4.5,0,    Stiles White  ,      Olivia Cooke,   Ana Coto,   Daren Kagasoff,   Bianca A. Santos  ,48829,50860000
    Rings  ,2017,PG-13,102," Drama, Horror, Mystery            ",4.5,0,    F. Javier Gutirrez  ,         Matilda Anna Ingrid Lutz,     Alex Roe,     Johnny Galecki,  Vincent D    Onofrio ,38003,27780000
    The Human Centipede (First Sequence)  ,2009,R,92, Horror            ,4.4,0,    Tom Six  ,      Dieter Laser,   Ashley C. Williams,   Ashlynn Yennie,   Akihiro Kitamura  ,73657,180000
    Cell  ,2016,R,98," Action, Adventure, Horror            ",4.4,0,    Tod Williams  ,      John Cusack,   Samuel L. Jackson,   Isa elle Fuhrman,   Clark Sarullo  ,25744,0
    Jason X  ,2001,R,92," Action, Horror, Sci-Fi            ",4.4,0,    James Isaac  ,      Kane Hodder,   Lexa Doig,   Jeff Geddis,   David Cronen erg  ,51129,13120000
    The Devil Inside  ,2012,R,83, Horror            ,4.2,0,    William Brent Bell  ,      Fernanda Andrade,   Simon Quarterman,   Evan Helmuth,   Ionut Grama  ,34885,53260000
    Boogeyman  ,2005,PG-13,89," Drama, Horror, Mystery            ",4.2,0,    Stephen Kay  ,      Barry Watson,   Emily Deschanel,   Lucy Lawless,   Skye McCole Bartusiak  ,29836,46750000
    One Missed Call  ,2008,PG-13,87," Horror, Mystery            ",4.0,0,    Eric Valette  ,      Edward Burns,   Shannyn Sossamon,   Ana Claudia Talancn,   Ray Wise  ,30979,26880000
    Book of Shadows: Blair Witch 2  ,2000,R,90," Adventure, Fantasy, Horror            ",4.0,0,    Joe Berlinger  ,      Jeffrey Donovan,   Stephen Barker Turner,   Erica Leerhsen,   Kurt Loder  ,35978,26440000
    Halloween: Resurrection  ,2002,R,94," Horror, Thriller            ",4.0,0,    Rick Rosenthal  ,      Jamie Lee Curtis,   Busta Rhymes,   Brad Loree,   Bianca Kajlich  ,38079,30350000
    Prom Night  ,2008,PG-13,88," Horror, Mystery            ",3.9,0,    Nelson McCormick  ,      Brittany Snow,   Scott Porter,   Jessica Stroup,   Dana Davis  ,34216,43870000
    The Human Centipede II (Full Sequence)  ,2011,Not Rated,91, Horror            ,3.8,0,    Tom Six  ,      Laurence R. Harvey,   Ashlynn Yennie,   Maddi Black,   Kandace Caine  ,36035,120000
    Piranha 3DD  ,2012,R,83," Comedy, Horror            ",3.7,0,    John Gulager  ,      Danielle Pana aker,   Ving Rhames,   David Hasselhoff,   Matt Bush  ,40148,380000
    The Wicker Man  ,2006,PG-13,102," Horror, Mystery, Thriller            ",3.7,0,    Neil LaBute  ,      Nicolas Cage,   Ellen Burstyn,   Leelee So ieski,   Kate Beahan  ,64498,23640000
    The Fog  ,2005,PG-13,100," Horror, Mystery            ",3.7,0,    Rupert Wainwright  ,      Tom Welling,   Maggie Grace,   Selma Blair,   DeRay Davis  ,35169,29510000
    Vampires Suck  ,2010,PG-13,82," Comedy, Family, Horror            ",3.4,0,    Jason Fried erg   ,       Jenn Proske,   Matt Lanter,   Diedrich Bader,   Chris Riggi    ,46724,36660000
    The Open House  ,2018,TV-MA,94," Horror, Thriller            ",3.2,0,    Matt Angel   ,       Dylan Minnette,   Piercey Dalton,   Patricia Bethune,   Sharif Atkins    ,31472,0
    Slender Man  ,2018,PG-13,93," Horror, Mystery, Thriller            ",3.2,0,    Sylvain White  ,      Joey King,   Julia Goldani Telles,   Jaz Sinclair,   Annalise Basso  ,29186,30570000
    BloodRayne  ,2005,R,95," Action, Fantasy, Horror            ",2.9,0,    Uwe Boll  ,      Kristanna Loken,   Ben Kingsley,   Michelle Rodriguez,   Michael Madsen  ,34230,2410000
    Alone in the Dark  ,2005,R,96," Action, Horror, Sci-Fi            ",2.4,0,    Uwe Boll  ,      Christian Slater,   Tara Reid,   Stephen Dorff,   Frank C. Turner  ,41772,5180000
    Laxmii  ,2020,TV-MA,141," Action, Comedy, Horror            ",2.3,0,    Lawrence Raghavendra   ,       Akshay Kumar,   Kiara Advani,   Sharad Kelkar,   Ashwini Kalsekar    ,46794,0
    House of the Dead  ,2003,R,90," Action, Adventure, Horror            ",2.0,0,    Uwe Boll  ,      Jonathan Cherry,   Tyron Leitso,   Clint Howard,   Ona Grauer  ,35943,10250000
